housing_median_age,population,median_income,ocean_proximity,median_house_value,population_per_households,rooms_per_household,bed_rooms_per_household,population_per_bedrooms,rooms_per_bedrooms
48,610.0,4.744,Coastal,257300,2.563025210084034,7.117647058823529,1.088235294117647,2.3552123552123554,6.54054054054054
46,768.0,4.2727,Coastal,246900,2.3132530120481927,5.837349397590361,1.0271084337349397,2.2521994134897363,5.683284457478006
50,462.0,2.9844,Coastal,179900,2.510869565217391,5.260869565217392,1.059782608695652,2.3692307692307693,4.964102564102564
40,667.0,4.1739,Coastal,169600,2.8382978723404255,4.51063829787234,1.0893617021276596,2.60546875,4.140625
46,1059.0,3.8487,Coastal,203300,2.654135338345865,5.1152882205513786,1.0150375939849625,2.6148148148148147,5.0395061728395065
52,637.0,4.0114,Coastal,263400,2.299638989169675,6.5451263537906135,0.9783393501805054,2.3505535055350553,6.6900369003690034
45,1106.0,4.6563,Coastal,231800,2.436123348017621,5.986784140969163,0.9933920704845814,2.4523281596452327,6.0266075388026605
28,1737.0,2.9297,Coastal,140500,2.596412556053812,4.699551569506727,1.1375186846038865,2.2825229960578186,4.131406044678055
35,1009.0,2.3036,Coastal,126000,2.5871794871794873,4.62051282051282,1.176923076923077,2.1982570806100217,3.925925925925926
49,737.0,2.6667,Coastal,122000,3.5095238095238095,4.2,0.9285714285714286,3.7794871794871794,4.523076923076923
44,1354.0,2.619,Coastal,134700,2.7576374745417516,3.30142566191446,0.9205702647657841,2.995575221238938,3.586283185840708
45,1530.0,2.4167,Coastal,139400,3.2278481012658227,4.462025316455696,1.1244725738396624,2.8705440900562853,3.9681050656660415
45,1410.0,2.7788,Coastal,115400,2.9375,4.210416666666666,1.1,2.6704545454545454,3.827651515151515
46,1390.0,2.7352,Coastal,137300,2.4428822495606326,3.9349736379613356,0.8927943760984183,2.736220472440945,4.40748031496063
52,1065.0,1.8472,Coastal,137000,3.95910780669145,5.4907063197026025,1.1152416356877324,3.55,4.923333333333333
52,792.0,2.6583,Coastal,142600,3.23265306122449,4.310204081632653,0.9142857142857143,3.5357142857142856,4.714285714285714
49,779.0,3.0536,Coastal,137500,3.179591836734694,3.6653061224489796,0.9959183673469387,3.192622950819672,3.680327868852459
44,2269.0,2.3906,Coastal,111700,3.719672131147541,4.865573770491803,1.1639344262295082,3.195774647887324,4.180281690140845
43,1227.0,1.7188,Coastal,126800,3.0147420147420148,4.181818181818182,1.1302211302211302,2.667391304347826,3.7
47,753.0,2.625,Coastal,111300,3.12448132780083,3.6556016597510372,1.0290456431535269,3.036290322580645,3.5524193548387095
40,547.0,2.8015,Coastal,114800,4.051851851851852,3.6592592592592594,0.8444444444444444,4.798245614035087,4.333333333333333
50,1807.0,1.7276,Coastal,102300,4.1068181818181815,4.036363636363636,1.075,3.8202959830866807,3.7547568710359407
44,1700.0,2.0801,Coastal,131900,3.4343434343434343,3.38989898989899,1.0383838383838384,3.307392996108949,3.264591439688716
51,1543.0,2.489,Coastal,119100,3.926208651399491,4.1653944020356235,1.178117048346056,3.3326133909287257,3.535637149028078
52,1085.0,1.7546,Coastal,80600,3.6166666666666667,4.733333333333333,1.0466666666666666,3.4554140127388533,4.522292993630574
52,353.0,4.0904,Coastal,80600,2.576642335766423,4.313868613138686,1.2627737226277371,2.040462427745665,3.4161849710982657
52,473.0,2.6765,Coastal,88800,3.174496644295302,5.0,1.0268456375838926,3.0915032679738563,4.869281045751634
49,1621.0,2.4338,Coastal,102400,3.3561076604554865,4.703933747412008,1.031055900621118,3.255020080321285,4.562248995983936
46,1183.0,2.3309,Coastal,98700,3.34180790960452,3.4858757062146895,1.0593220338983051,3.1546666666666665,3.2906666666666666
43,836.0,2.2604,Coastal,100000,3.0180505415162453,3.6714801444043323,1.184115523465704,2.548780487804878,3.100609756097561
42,900.0,1.8039,Coastal,92300,3.4220532319391634,3.543726235741445,0.9657794676806084,3.543307086614173,3.6692913385826773
39,1888.0,2.2562,Coastal,94800,3.515828677839851,5.007448789571694,1.111731843575419,3.1624790619765495,4.5041876046901175
41,1024.0,2.0562,Coastal,102000,3.002932551319648,4.536656891495602,1.217008797653959,2.4674698795180725,3.727710843373494
52,1225.0,3.5398,Coastal,158400,2.895981087470449,5.4373522458628845,1.0472813238770686,2.765237020316027,5.191873589164786
39,1071.0,3.1167,Coastal,121600,2.848404255319149,4.659574468085107,1.0611702127659575,2.6842105263157894,4.390977443609023
50,1128.0,2.5401,Coastal,129100,2.984126984126984,4.939153439153439,1.066137566137566,2.7990074441687347,4.632754342431761
43,1537.0,2.898,Coastal,121400,3.175619834710744,5.020661157024794,1.037190082644628,3.0617529880478087,4.840637450199203
44,1240.0,2.3125,Coastal,102800,3.1552162849872776,4.399491094147582,1.0534351145038168,2.995169082125604,4.176328502415459
52,469.0,2.875,Coastal,160000,2.7916666666666665,6.107142857142857,1.0714285714285714,2.6055555555555556,5.7
52,1086.0,3.3715,Coastal,143900,2.5552941176470587,5.105882352941176,1.0070588235294118,2.5373831775700935,5.070093457943925
52,1144.0,3.5114,Coastal,151200,2.7434052757793763,5.585131894484412,1.0671462829736211,2.5707865168539326,5.233707865168539
52,1109.0,4.3125,Coastal,164400,2.957333333333333,6.645333333333333,1.1066666666666667,2.672289156626506,6.004819277108433
52,984.0,3.22,Coastal,156500,2.6666666666666665,5.956639566395664,1.075880758807588,2.4785894206549117,5.5365239294710324
33,575.0,3.875,Coastal,225000,12.23404255319149,3.021276595744681,0.6595744680851063,18.548387096774192,4.580645161290323
49,496.0,5.2328,Coastal,174200,2.373205741626794,5.660287081339713,0.9808612440191388,2.419512195121951,5.770731707317073
52,555.0,3.7262,Coastal,166900,2.9210526315789473,5.631578947368421,1.0157894736842106,2.8756476683937824,5.544041450777202
45,869.0,4.5893,Coastal,163500,2.6574923547400613,5.400611620795107,1.0152905198776758,2.6174698795180724,5.319277108433735
39,236.0,5.2578,Coastal,253000,2.2264150943396226,5.820754716981132,0.8962264150943396,2.4842105263157896,6.494736842105263
41,626.0,7.0875,Coastal,240700,2.925233644859813,6.593457943925234,1.088785046728972,2.686695278969957,6.055793991416309
46,922.0,3.9712,Coastal,208100,2.802431610942249,6.410334346504559,1.1762917933130699,2.3824289405684755,5.449612403100775
47,582.0,2.9514,Coastal,198100,2.2734375,4.80078125,0.94921875,2.3950617283950617,5.05761316872428
50,546.0,2.6667,Coastal,172800,2.716417910447761,4.746268656716418,1.0796019900497513,2.5161290322580645,4.3963133640553
37,620.0,5.4446,Coastal,336700,2.330827067669173,6.176691729323308,0.9849624060150376,2.366412213740458,6.270992366412214
34,442.0,6.2838,Coastal,318200,2.2666666666666666,6.948717948717949,1.0,2.2666666666666666,6.948717948717949
23,955.0,6.7527,Coastal,285800,2.9115853658536586,7.064024390243903,1.024390243902439,2.8422619047619047,6.895833333333333
24,916.0,7.0712,Coastal,293000,2.8271604938271606,7.589506172839506,0.9783950617283951,2.889589905362776,7.757097791798107
22,4573.660000000004,5.9849,Coastal,371000,2.8928905755850756,5.599949399114497,1.0999367488931056,2.6300517538815438,5.091155836687762
42,651.0,3.6875,Coastal,157300,2.438202247191011,5.707865168539326,0.9737827715355806,2.503846153846154,5.861538461538461
30,1704.0,2.875,Coastal,135300,2.4238975817923185,4.731152204836415,1.0611664295874823,2.284182305630027,4.458445040214477
43,1085.0,3.4205,Coastal,136700,2.6658476658476657,4.877149877149877,1.0810810810810811,2.465909090909091,4.511363636363637
50,713.0,3.2984,Coastal,160700,2.51056338028169,5.78169014084507,1.1338028169014085,2.2142857142857144,5.099378881987578
49,468.0,3.875,Coastal,140600,2.585635359116022,4.933701657458563,0.9779005524861878,2.6440677966101696,5.045197740112994
52,296.0,4.175,Coastal,144000,2.446280991735537,5.396694214876033,1.0578512396694215,2.3125,5.1015625
47,570.0,4.375,Coastal,161900,2.614678899082569,5.761467889908257,1.9954128440366972,1.3103448275862069,2.8873563218390803
48,446.0,4.7708,Coastal,156300,2.477777777777778,5.427777777777778,1.0777777777777777,2.2989690721649483,5.036082474226804
45,968.0,3.5739,Coastal,176000,2.5208333333333335,6.052083333333333,1.0338541666666667,2.438287153652393,5.853904282115869
39,857.0,3.0958,Coastal,145800,2.712025316455696,5.0094936708860756,1.1044303797468353,2.4555873925501435,4.535816618911174
39,912.0,3.3958,Coastal,141900,2.8322981366459627,5.0062111801242235,1.062111801242236,2.6666666666666665,4.713450292397661
31,1360.0,1.871,Coastal,90700,3.0088495575221237,5.3628318584070795,1.1792035398230087,2.551594746716698,4.547842401500938
41,1074.0,1.9356,Coastal,90600,3.0253521126760563,4.490140845070423,1.0338028169014084,2.9264305177111716,4.343324250681199
47,965.0,2.1842,Coastal,107900,2.526178010471204,5.544502617801047,1.081151832460733,2.3365617433414045,5.128329297820823
37,933.0,2.2917,Coastal,107000,2.915625,4.921875,1.11875,2.606145251396648,4.399441340782123
38,987.0,2.4333,Coastal,98200,2.788135593220339,4.983050847457627,1.1214689265536724,2.486146095717884,4.4433249370277075
50,907.0,1.9479,Coastal,89500,3.686991869918699,4.82520325203252,1.0609756097560976,3.475095785440613,4.547892720306513
52,447.0,3.9063,Coastal,93800,2.709090909090909,4.569696969696969,1.0606060606060606,2.5542857142857143,4.308571428571429
49,1299.0,1.8407,Coastal,96700,2.8802660753880267,5.117516629711751,1.0022172949002217,2.8738938053097347,5.106194690265487
27,396.0,2.0786,Coastal,97500,2.522292993630573,5.789808917197452,1.5031847133757963,1.6779661016949152,3.8516949152542375
42,877.0,2.8125,Coastal,97300,3.2723880597014925,4.402985074626866,0.9589552238805971,3.412451361867704,4.591439688715953
43,1111.0,1.8913,Coastal,91200,3.02724795640327,5.498637602179836,1.111716621253406,2.7230392156862746,4.946078431372549
49,790.0,1.7056,Coastal,91400,2.936802973977695,5.08550185873606,1.0483271375464684,2.801418439716312,4.851063829787234
52,1479.0,2.2768,Coastal,96200,2.6696750902527078,4.953068592057762,0.9873646209386282,2.703839122486289,5.016453382084095
51,1173.0,3.2552,Coastal,120100,2.6780821917808217,4.810502283105023,1.0753424657534247,2.4904458598726116,4.473460721868365
52,1029.0,2.0556,Coastal,100000,2.8114754098360657,4.775956284153006,0.9890710382513661,2.842541436464088,4.828729281767956
52,1030.0,2.4659,Coastal,94700,2.942857142857143,5.782857142857143,1.1171428571428572,2.6342710997442453,5.176470588235294
47,826.0,1.75,Coastal,85700,2.960573476702509,4.0,0.9283154121863799,3.189189189189189,4.308880308880309
41,1412.0,2.0469,Coastal,89300,3.1101321585903086,4.484581497797357,1.1233480176211454,2.768627450980392,3.992156862745098
45,1132.0,2.7159,Coastal,101400,3.2435530085959887,5.306590257879656,1.1260744985673352,2.880407124681934,4.712468193384224
41,522.0,1.2083,Coastal,72500,3.2830188679245285,5.7924528301886795,1.3018867924528301,2.5217391304347827,4.449275362318841
45,630.0,1.925,Coastal,74100,2.6582278481012658,4.198312236286919,1.0042194092827004,2.6470588235294117,4.180672268907563
36,531.0,1.5809,Coastal,70000,3.992481203007519,4.556390977443609,0.9924812030075187,4.0227272727272725,4.590909090909091
37,1925.0,1.4097,Coastal,84600,2.886056971514243,4.017991004497751,1.103448275862069,2.6154891304347827,3.641304347826087
38,1144.0,0.7683,Coastal,81800,3.259259259259259,4.253561253561253,1.0541310541310542,3.091891891891892,4.035135135135135
19,1481.0,1.3194,Coastal,81400,2.848076923076923,4.244230769230769,1.0865384615384615,2.6212389380530974,3.9061946902654867
28,435.0,0.8012,Coastal,81800,2.685185185185185,5.283950617283951,1.1666666666666667,2.3015873015873014,4.529100529100529
26,984.0,1.9479,Coastal,85800,3.2475247524752477,4.267326732673268,0.9801980198019802,3.313131313131313,4.353535353535354
36,567.0,1.1765,Coastal,87100,3.5660377358490565,5.327044025157233,1.3333333333333333,2.6745283018867925,3.9952830188679247
42,380.0,2.3456,Coastal,83500,3.089430894308943,4.3983739837398375,1.2520325203252032,2.4675324675324677,3.512987012987013
44,825.0,2.1538,Coastal,79700,3.3811475409836067,4.368852459016393,1.0368852459016393,3.260869565217391,4.213438735177865
43,417.0,2.5139,Coastal,83400,2.6903225806451614,4.561290322580645,0.9483870967741935,2.836734693877551,4.809523809523809
45,801.0,1.2625,Coastal,84700,2.7909407665505226,5.32404181184669,1.0139372822299653,2.752577319587629,5.25085910652921
42,646.0,2.9063,Coastal,80000,3.2626262626262625,4.590909090909091,1.0858585858585859,3.0046511627906978,4.227906976744186
43,855.0,2.5192,Coastal,76400,3.0,4.8807017543859645,1.0280701754385966,2.9180887372013653,4.747440273037543
44,435.0,2.1111,Coastal,79700,3.198529411764706,4.029411764705882,0.875,3.6554621848739495,4.605042016806722
42,2736.0,2.455,Coastal,82400,3.5076923076923077,5.223076923076923,1.1205128205128205,3.130434782608696,4.661327231121281
41,1481.0,2.4028,Coastal,97700,3.577294685990338,3.896135265700483,1.0748792270531402,3.3280898876404494,3.6247191011235955
47,327.0,2.15,Coastal,97200,2.386861313868613,3.3795620437956204,0.9781021897810219,2.4402985074626864,3.455223880597015
43,494.0,2.4776,Coastal,101600,2.7597765363128492,4.569832402234637,1.0782122905027933,2.5595854922279795,4.238341968911917
43,1231.0,2.1587,Coastal,86500,3.6099706744868034,4.319648093841642,1.0879765395894427,3.3180592991913747,3.9703504043126685
35,323.0,1.8438,Coastal,90500,2.963302752293578,4.623853211009174,1.1559633027522935,2.5634920634920637,4.0
46,749.0,3.0298,Coastal,107600,3.328888888888889,4.56,1.0044444444444445,3.314159292035398,4.539823008849558
46,693.0,2.25,Coastal,84200,3.893258426966292,4.320224719101123,1.0280898876404494,3.7868852459016393,4.202185792349726
46,1339.0,2.2467,Coastal,88900,3.7824858757062145,5.940677966101695,1.1045197740112995,3.424552429667519,5.378516624040921
45,282.0,4.0469,Coastal,80700,3.525,4.125,0.95,3.710526315789474,4.342105263157895
46,621.0,1.325,Coastal,87100,3.1846153846153844,4.825641025641025,1.117948717948718,2.8486238532110093,4.31651376146789
38,732.0,1.6196,Coastal,85100,2.8262548262548264,3.83011583011583,1.6795366795366795,1.6827586206896552,2.2804597701149425
45,901.0,2.1731,Coastal,82000,3.4653846153846155,3.8076923076923075,1.0038461538461538,3.4521072796934864,3.793103448275862
36,482.0,1.9167,Coastal,82800,3.2133333333333334,7.506666666666667,1.7533333333333334,1.832699619771863,4.281368821292776
43,652.0,2.069,Coastal,84600,3.0610328638497655,4.863849765258216,1.0938967136150235,2.7982832618025753,4.446351931330472
36,651.0,1.712,Coastal,82100,3.9216867469879517,6.307228915662651,1.2891566265060241,3.042056074766355,4.892523364485982
33,999.0,2.5625,Coastal,89300,3.493006993006993,4.475524475524476,1.0734265734265733,3.254071661237785,4.169381107491857
43,907.0,1.9821,Coastal,98300,2.9640522875816995,5.186274509803922,1.0457516339869282,2.834375,4.959375
41,828.0,2.5043,Coastal,92300,3.6,5.465217391304348,1.1782608695652175,3.055350553505535,4.638376383763838
44,763.0,2.3281,Coastal,88800,3.0039370078740157,4.7952755905511815,0.9763779527559056,3.0766129032258065,4.911290322580645
48,935.0,1.4375,Coastal,90000,2.679083094555874,5.017191977077364,1.1174785100286533,2.3974358974358974,4.48974358974359
45,1437.0,2.5122,Coastal,95500,2.96900826446281,4.75,1.06198347107438,2.7957198443579765,4.472762645914397
38,1516.0,1.5625,Coastal,91700,3.145228215767635,5.097510373443983,1.2946058091286308,2.4294871794871793,3.9375
47,597.0,3.1587,Coastal,100400,3.227027027027027,5.394594594594595,1.1405405405405404,2.829383886255924,4.729857819905213
40,949.0,1.8426,Coastal,94800,2.7748538011695905,4.926900584795321,1.0029239766081872,2.7667638483965016,4.912536443148688
46,881.0,4.6696,Coastal,164300,2.9172185430463577,6.049668874172186,1.0165562913907285,2.8697068403908794,5.95114006514658
36,1438.0,2.4598,Coastal,155500,2.770712909441233,5.358381502890174,1.1059730250481696,2.505226480836237,4.844947735191638
39,763.0,6.0749,Coastal,196900,2.825925925925926,6.7518518518518515,1.0592592592592593,2.667832167832168,6.374125874125874
27,1297.0,4.8304,Coastal,279100,3.6535211267605634,6.27887323943662,1.028169014084507,3.5534246575342467,6.1068493150684935
34,545.0,5.5701,Coastal,252800,2.5829383886255926,7.170616113744076,1.09478672985782,2.3593073593073592,6.54978354978355
26,1222.0,5.37,Coastal,275400,2.292682926829268,6.127579737335835,0.9212007504690432,2.488798370672098,6.65173116089613
33,808.0,6.86,Coastal,250000,3.689497716894977,8.26027397260274,1.1917808219178083,3.0957854406130267,6.931034482758621
28,329.0,7.6923,Coastal,329800,3.018348623853211,7.284403669724771,1.018348623853211,2.963963963963964,7.153153153153153
36,299.0,4.0313,Coastal,195500,2.743119266055046,6.330275229357798,0.963302752293578,2.8476190476190477,6.571428571428571
33,579.0,6.8323,Coastal,255900,2.866336633663366,6.603960396039604,0.9900990099009901,2.895,6.67
30,137.0,4.975,Coastal,311100,2.74,8.28,1.08,2.537037037037037,7.666666666666667
36,229.0,5.3602,Coastal,330000,2.4623655913978495,8.258064516129032,1.0,2.4623655913978495,8.258064516129032
41,1476.0,5.0,Coastal,248900,2.2777777777777777,6.790123456790123,1.0277777777777777,2.2162162162162162,6.606606606606607
46,429.0,2.925,Coastal,142900,2.7857142857142856,6.194805194805195,1.0454545454545454,2.6645962732919255,5.925465838509317
40,849.0,3.8913,Coastal,126300,3.3294117647058825,5.666666666666667,1.003921568627451,3.31640625,5.64453125
44,946.0,3.225,Coastal,135800,2.8580060422960725,5.854984894259819,1.2054380664652569,2.3709273182957395,4.857142857142857
41,571.0,3.1458,Coastal,130600,2.9895287958115184,4.481675392670157,0.9319371727748691,3.207865168539326,4.808988764044944
24,1137.0,2.537,Coastal,107900,2.9455958549222796,4.637305699481865,1.1761658031088082,2.504405286343612,3.94273127753304
