housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
46,3022.0,696.0,1293.0,675.0,2.543,near bay,220700
46,1777.0,446.0,805.0,431.0,2.8676,near bay,212000
52,2803.0,930.0,1372.0,876.0,2.1907,near bay,271400
30,1465.0,439.0,862.0,425.0,1.7778,near bay,268800
37,2619.0,682.0,1152.0,616.0,2.52,near bay,277800
52,1149.0,255.0,483.0,249.0,4.2788,near bay,332500
52,2363.0,604.0,1558.0,573.0,2.944,near bay,338900
52,2604.0,837.0,1798.0,769.0,1.725,near bay,287500
41,685.0,141.0,266.0,123.0,5.2289,near bay,384600
42,1756.0,465.0,2184.0,422.0,2.5562,near bay,371400
52,1204.0,460.0,2016.0,477.0,0.949,near bay,350000
52,609.0,236.0,1349.0,250.0,1.1696,near bay,500001
52,1087.0,371.0,3337.0,350.0,1.4012,near bay,175000
52,2773.0,998.0,1721.0,949.0,1.1859,near bay,241700
35,3218.0,1108.0,1675.0,1000.0,1.7464,near bay,216700
49,1350.0,368.0,707.0,350.0,2.8846,near bay,211300
52,3084.0,698.0,1424.0,694.0,2.7372,near bay,210200
52,938.0,195.0,393.0,189.0,3.8594,near bay,196400
52,1813.0,353.0,828.0,339.0,3.5625,near bay,191700
52,1233.0,300.0,571.0,292.0,2.2788,near bay,182300
44,2539.0,755.0,1382.0,713.0,2.537,near bay,175000
46,1267.0,324.0,792.0,321.0,2.525,near bay,165900
52,1665.0,404.0,815.0,372.0,1.9946,near bay,156900
52,1659.0,367.0,788.0,346.0,2.8214,near bay,164300
52,2225.0,460.0,1145.0,430.0,2.6165,near bay,150000
50,2485.0,607.0,1354.0,563.0,1.9483,near bay,150500
52,2031.0,450.0,958.0,445.0,1.9327,near bay,169900
49,2932.0,668.0,1361.0,608.0,1.9798,near bay,147400
52,2246.0,472.0,1005.0,449.0,2.4167,near bay,152700
49,2052.0,435.0,924.0,414.0,2.5417,near bay,182700
52,1999.0,417.0,780.0,358.0,3.3906,near bay,179300
52,3007.0,691.0,1582.0,636.0,2.5652,near bay,157700
41,2214.0,550.0,1213.0,568.0,2.2845,near bay,153100
52,1088.0,305.0,486.0,267.0,2.6071,near bay,250000
52,834.0,186.0,494.0,175.0,3.15,near bay,206300
52,1769.0,372.0,849.0,365.0,2.6914,near bay,218800
52,2307.0,583.0,1127.0,548.0,1.8447,near bay,198200
35,5161.0,1739.0,3276.0,1581.0,1.6307,near bay,253600
52,3497.0,832.0,1493.0,794.0,2.9044,near bay,257400
52,3774.0,744.0,1461.0,679.0,2.9405,near bay,289500
52,2888.0,604.0,1253.0,538.0,3.3893,near bay,241700
48,2153.0,517.0,1656.0,459.0,3.0417,near bay,489600
52,1389.0,191.0,514.0,202.0,7.0897,near bay,446200
52,1709.0,318.0,719.0,295.0,5.0463,near bay,456300
52,1587.0,444.0,878.0,449.0,1.7652,near bay,336800
52,1668.0,225.0,517.0,214.0,7.8521,near bay,500001
52,3726.0,474.0,1366.0,496.0,8.946750000000016,near bay,500001
52,4048.0,663.0,1316.0,590.0,5.3794,near bay,376900
52,3618.0,768.0,1508.0,755.0,3.2619,near bay,309600
52,4076.0,920.0,1800.0,815.0,2.7054,near bay,182300
47,2077.0,400.0,719.0,326.0,2.2431,near bay,172700
50,1279.0,300.0,675.0,255.0,1.9028,near bay,150800
52,1974.0,426.0,875.0,363.0,1.5817,near bay,153600
52,335.0,83.0,152.0,77.0,2.2841,near bay,106300
47,1375.0,307.0,843.0,319.0,1.3785,near bay,142300
52,610.0,145.0,281.0,132.0,2.9018,near bay,119400
44,1025.0,198.0,506.0,204.0,1.73,near bay,147900
48,2063.0,484.0,1054.0,466.0,2.2625,near bay,132900
35,1872.0,419.0,1017.0,414.0,2.2106,near bay,132500
52,3108.0,813.0,1623.0,765.0,2.6997,near bay,126900
14,7355.0,1739.0,3100.0,1581.0,4.0018,near bay,143800
52,2990.0,379.0,947.0,361.0,7.8772,near bay,500001
39,2492.0,310.0,808.0,315.0,8.946750000000016,near bay,500001
42,2991.0,335.0,1018.0,335.0,8.946750000000016,near bay,500001
52,3242.0,366.0,1001.0,352.0,8.946750000000016,near bay,500001
52,3051.0,381.0,1005.0,369.0,8.1872,near bay,466100
52,3494.0,396.0,1192.0,383.0,8.946750000000016,near bay,500001
52,1757.0,246.0,585.0,227.0,5.8948,near bay,457800
52,2449.0,312.0,916.0,316.0,8.1194,near bay,471600
52,1611.0,203.0,556.0,179.0,8.7477,near bay,500001
52,3665.0,517.0,1470.0,520.0,6.155,near bay,398600
52,2474.0,403.0,1104.0,398.0,5.883,near bay,340700
52,3037.0,516.0,1242.0,518.0,5.2128,near bay,289900
52,2269.0,323.0,805.0,321.0,4.7188,near bay,335300
52,1316.0,177.0,378.0,162.0,5.2915,near bay,333000
52,1153.0,235.0,481.0,223.0,2.6411,near bay,241000
52,772.0,179.0,409.0,160.0,3.3214,near bay,189600
52,1711.0,386.0,885.0,373.0,3.6417,near bay,206300
52,2650.0,566.0,1468.0,567.0,3.0161,near bay,215700
52,1038.0,220.0,482.0,215.0,3.1771,near bay,210200
52,1527.0,320.0,825.0,264.0,3.4531,near bay,208800
52,859.0,157.0,429.0,158.0,4.3098,near bay,197900
52,970.0,217.0,528.0,208.0,3.3438,near bay,201300
52,1045.0,239.0,496.0,216.0,2.9213,near bay,190800
52,1408.0,280.0,718.0,265.0,2.6806,near bay,207900
52,1222.0,264.0,630.0,265.0,3.7708,near bay,215300
45,1169.0,263.0,723.0,286.0,3.9444,near bay,212900
13,2020.0,535.0,959.0,486.0,5.2601,near bay,292700
30,4145.0,869.0,3668.0,855.0,2.5444,near bay,275000
42,2038.0,368.0,2037.0,355.0,2.6447,near bay,200000
29,5154.0,435.0,3741.0,1273.0,2.5762,near bay,173400
42,1241.0,309.0,821.0,300.0,1.9427,near bay,102200
52,1468.0,363.0,870.0,347.0,2.9688,near bay,220800
27,3997.0,1073.0,1901.0,966.0,3.75,near bay,242800
18,2873.0,763.0,1243.0,663.0,5.1702,near bay,265400
50,1487.0,306.0,730.0,327.0,2.5139,near bay,219000
52,1670.0,350.0,793.0,299.0,2.9732,near bay,282100
52,2252.0,388.0,1033.0,434.0,5.5337,near bay,372000
52,1731.0,377.0,872.0,363.0,4.1667,near bay,225800
52,1710.0,481.0,849.0,457.0,2.7115,near bay,220800
52,2388.0,559.0,1121.0,518.0,3.3269,near bay,234500
52,2156.0,458.0,872.0,445.0,3.2685,near bay,254200
52,1565.0,315.0,637.0,297.0,4.7778,near bay,351800
52,1704.0,371.0,663.0,340.0,4.226,near bay,275000
52,1210.0,168.0,411.0,172.0,3.3571,near bay,405400
52,2097.0,444.0,915.0,413.0,2.9899,near bay,228100
52,1848.0,479.0,921.0,477.0,2.875,near bay,234000
43,955.0,284.0,585.0,266.0,2.3882,near bay,162500
43,4329.0,1110.0,2086.0,1053.0,2.975,near bay,243400
52,3011.0,542.0,1303.0,535.0,5.1039,near bay,273800
52,1049.0,185.0,374.0,176.0,4.1458,near bay,248500
52,2504.0,516.0,979.0,472.0,3.4762,near bay,244000
52,1846.0,471.0,827.0,446.0,2.6833,near bay,240900
52,1705.0,246.0,658.0,253.0,5.75,near bay,306300
50,1542.0,289.0,654.0,268.0,3.9632,near bay,240000
45,891.0,435.0,384.0,146.0,4.9489,near bay,247100
27,4051.0,753.0,1499.0,797.0,4.8711,near bay,286600
52,2646.0,581.0,1128.0,522.0,3.0718,near bay,266700
49,2428.0,525.0,1110.0,492.0,3.6719,near bay,229800
52,2567.0,436.0,1119.0,415.0,4.6094,near bay,229300
21,7031.0,1249.0,2930.0,1235.0,4.5213,near bay,228400
25,1914.0,365.0,897.0,390.0,4.4562,near bay,206200
5,8853.520000000019,1739.0,4573.6600000000035,1581.0,7.611,near bay,350700
31,5785.0,1379.0,2973.0,1312.0,3.2689,near bay,231000
52,2876.0,648.0,1340.0,632.0,3.567,near bay,252900
28,6909.0,1554.0,2974.0,1484.0,3.6875,near bay,353900
23,5679.0,1270.0,2690.0,1151.0,4.7695,near bay,291700
20,1156.0,365.0,583.0,326.0,3.1972,near bay,100000
12,8853.520000000019,1739.0,4573.6600000000035,1581.0,7.2634,near bay,341600
5,3596.0,467.0,1738.0,512.0,7.0568,near bay,412500
36,3541.0,570.0,1478.0,529.0,4.635,near bay,248600
40,1808.0,302.0,746.0,270.0,5.3015,near bay,254900
36,2879.0,480.0,1235.0,455.0,4.9801,near bay,241500
26,3204.0,477.0,1411.0,484.0,5.4834,near bay,295200
31,3866.0,531.0,1368.0,521.0,6.187,near bay,340400
32,2476.0,368.0,1048.0,367.0,5.6194,near bay,274700
35,2211.0,350.0,1004.0,365.0,5.4639,near bay,238600
35,2663.0,387.0,1086.0,367.0,5.1498,near bay,266400
30,2599.0,366.0,922.0,350.0,5.8382,near bay,330200
36,4569.0,824.0,1950.0,819.0,4.65,near bay,206800
25,2973.0,622.0,1413.0,595.0,4.3819,near bay,209200
30,3115.0,625.0,1444.0,568.0,3.7222,near bay,195800
31,1843.0,282.0,749.0,269.0,5.2855,near bay,253500
31,2053.0,336.0,867.0,329.0,4.3375,near bay,241800
27,6740.0,1073.0,2723.0,1035.0,5.2131,near bay,252500
30,1751.0,269.0,731.0,263.0,6.005,near bay,263900
38,1663.0,295.0,781.0,301.0,5.0519,near bay,227000
38,3716.0,657.0,1784.0,652.0,4.8237,near bay,220900
32,2718.0,447.0,1156.0,410.0,5.2497,near bay,259300
39,1420.0,272.0,645.0,277.0,4.125,near bay,232500
37,1893.0,310.0,821.0,315.0,4.6005,near bay,231600
33,3906.0,790.0,1912.0,770.0,3.5187,near bay,209400
32,3400.0,736.0,1487.0,694.0,3.0,near bay,223200
25,3402.0,758.0,1645.0,710.0,3.4934,near bay,209900
33,4413.0,1107.0,2239.0,1051.0,2.9861,near bay,208200
29,2304.0,618.0,1021.0,552.0,2.5362,near bay,203800
36,2350.0,499.0,1105.0,467.0,3.3021,near bay,195700
31,5914.0,1309.0,2999.0,1295.0,3.0964,near bay,190500
43,1575.0,324.0,740.0,284.0,2.8512,near bay,181000
42,1414.0,274.0,629.0,244.0,3.3478,near bay,184900
37,848.0,202.0,314.0,205.0,2.3958,near bay,190800
15,3051.0,685.0,1479.0,668.0,3.5295,near bay,242200
20,4296.0,817.0,1732.0,800.0,4.8036,near bay,188300
52,2898.0,557.0,1338.0,550.0,3.851,near bay,183500
52,1071.0,201.0,440.0,192.0,4.0662,near bay,204200
51,2619.0,403.0,922.0,393.0,4.6042,near bay,251900
49,1494.0,316.0,611.0,288.0,2.2,near bay,187500
52,2260.0,416.0,994.0,412.0,4.1164,near bay,198200
52,1394.0,223.0,545.0,230.0,3.95,near bay,219000
52,1028.0,129.0,317.0,143.0,4.9135,near bay,275000
45,3758.0,819.0,1573.0,736.0,2.8355,near bay,245400
46,2163.0,470.0,925.0,435.0,3.25,near bay,177500
49,1699.0,408.0,768.0,385.0,2.8301,near bay,171600
52,1555.0,289.0,620.0,292.0,3.7159,near bay,183300
52,1114.0,206.0,425.0,207.0,2.5625,near bay,175000
45,1498.0,313.0,1003.0,305.0,3.8047,near bay,156700
45,726.0,147.0,519.0,135.0,3.375,near bay,157500
38,890.0,200.0,481.0,198.0,3.244,near bay,179800
36,2639.0,533.0,1209.0,519.0,4.0268,near bay,205500
35,2562.0,554.0,1398.0,525.0,3.3906,near bay,178900
36,361.0,69.0,158.0,58.0,5.5461,near bay,262500
42,3008.0,659.0,1817.0,664.0,3.371,near bay,165000
46,1369.0,284.0,766.0,289.0,3.5313,near bay,159700
5,1692.0,398.0,814.0,328.0,3.663,near bay,158300
38,1007.0,245.0,618.0,239.0,2.875,near bay,144800
43,3783.0,814.0,2139.0,789.0,4.0202,near bay,166300
37,1507.0,242.0,632.0,253.0,4.5553,near bay,191000
36,666.0,132.0,366.0,134.0,3.4643,near bay,175000
10,2229.0,601.0,877.0,485.0,3.3431,near bay,137500
28,2215.0,587.0,830.0,573.0,2.1898,near bay,141700
31,1616.0,372.0,739.0,379.0,2.9097,near bay,210900
47,1190.0,251.0,540.0,266.0,3.375,near bay,198300
29,4169.0,1047.0,2024.0,962.0,2.8125,near bay,157400
52,2024.0,320.0,823.0,334.0,5.0,near bay,264700
38,1723.0,394.0,711.0,353.0,3.0673,near bay,218400
43,2264.0,390.0,931.0,368.0,3.8125,near bay,235100
33,1996.0,268.0,686.0,270.0,6.9096,near bay,341800
26,2862.0,394.0,1030.0,397.0,7.912,near bay,367300
35,2183.0,383.0,976.0,392.0,3.8393,near bay,243500
35,1037.0,207.0,552.0,210.0,4.0,near bay,167900
25,1134.0,153.0,340.0,171.0,6.5095,near bay,371200
39,786.0,132.0,288.0,132.0,3.5156,near bay,218900
45,1397.0,253.0,555.0,248.0,2.983,near bay,202700
45,2315.0,451.0,1006.0,444.0,3.524,near bay,186200
44,1613.0,339.0,776.0,346.0,3.1103,near bay,188900
44,1421.0,298.0,609.0,270.0,3.5781,near bay,180000
18,5778.0,1526.0,2441.0,1352.0,3.1682,near bay,202700
27,3094.0,866.0,1364.0,789.0,2.6101,near bay,181700
18,3905.0,1007.0,2197.0,1044.0,3.6932,near bay,166800
43,3046.0,557.0,1333.0,544.0,3.4583,near bay,183700
19,3516.0,710.0,1810.0,703.0,3.9032,near bay,218000
36,998.0,178.0,531.0,183.0,4.0208,near bay,191500
36,1464.0,244.0,672.0,261.0,3.5547,near bay,194700
17,1463.0,292.0,695.0,330.0,4.5859,near bay,187200
21,4124.0,1054.0,2162.0,998.0,2.6321,near bay,223100
17,2380.0,769.0,1216.0,643.0,3.395,near bay,271300
36,1266.0,228.0,606.0,239.0,3.9702,near bay,194100
36,2239.0,391.0,1203.0,379.0,5.0043,near bay,190400
38,1571.0,317.0,874.0,301.0,4.4659,near bay,189100
38,1246.0,221.0,637.0,222.0,3.6625,near bay,184600
36,1501.0,287.0,703.0,276.0,3.8864,near bay,197300
36,1468.0,252.0,733.0,229.0,3.4583,near bay,192600
36,1118.0,219.0,625.0,228.0,3.7813,near bay,192200
36,1097.0,208.0,568.0,225.0,2.9917,near bay,194600
36,1719.0,303.0,836.0,311.0,4.4375,near bay,193500
24,1755.0,365.0,952.0,362.0,4.0,near bay,202600
16,1687.0,348.0,568.0,352.0,2.3869,near bay,83300
24,2262.0,391.0,1125.0,366.0,4.7609,near bay,212600
5,2087.0,407.0,840.0,401.0,5.4858,near bay,187800
36,1480.0,278.0,796.0,283.0,4.3971,near bay,205700
36,1545.0,273.0,863.0,267.0,4.0109,near bay,192900
35,2632.0,447.0,1349.0,486.0,4.3864,near bay,205200
30,2261.0,443.0,929.0,383.0,4.2841,near bay,213400
39,1670.0,308.0,957.0,335.0,5.1312,near bay,183600
37,2141.0,535.0,1093.0,555.0,2.9958,near bay,178400
27,3337.0,613.0,1489.0,607.0,3.6364,near bay,219200
31,3184.0,716.0,1561.0,628.0,2.7955,near bay,183100
44,2341.0,500.0,1256.0,485.0,2.9507,near bay,157100
30,1197.0,269.0,695.0,279.0,3.4375,near bay,157800
34,1131.0,278.0,560.0,237.0,2.875,near bay,161700
38,1164.0,284.0,632.0,289.0,3.0345,near bay,152100
41,3495.0,787.0,1849.0,750.0,2.679,near bay,144900
17,2488.0,617.0,1287.0,538.0,2.9922,near bay,179900
35,2681.0,508.0,1580.0,536.0,4.1042,near bay,179100
19,2495.0,635.0,1571.0,579.0,2.5833,near bay,159900
23,1689.0,461.0,828.0,443.0,2.1552,near bay,161400
29,1298.0,306.0,835.0,338.0,2.3274,near bay,170400
19,2693.0,789.0,1765.0,724.0,2.4206,near bay,137500
41,746.0,435.0,387.0,161.0,3.9063,near bay,178400
37,2444.0,651.0,1562.0,618.0,2.6464,near bay,155200
42,1472.0,310.0,768.0,309.0,3.4643,near bay,160900
10,2227.0,560.0,1140.0,472.0,2.3973,near bay,167300
20,200.0,25.0,83.0,31.0,6.5,near bay,340000
32,1283.0,194.0,485.0,171.0,6.0574,h ocean,431000
6,2445.0,590.0,1189.0,573.0,3.8958,near bay,301100
21,1307.0,236.0,586.0,249.0,4.7813,near bay,241900
5,3785.0,936.0,2240.0,792.0,3.2829,near bay,162500
10,2031.0,357.0,867.0,352.0,5.3169,near bay,299200
10,8299.0,1326.0,3827.0,1288.0,6.2579,near bay,315500
23,7518.0,1279.0,3827.0,1294.0,5.1701,near bay,216800
36,1815.0,426.0,1280.0,431.0,3.25,near bay,218100
30,5367.0,1207.0,2667.0,1047.0,3.1796,near bay,170300
26,1167.0,370.0,253.0,137.0,2.4196,near bay,275000
26,2607.0,682.0,1401.0,607.0,2.6563,near bay,184100
29,493.0,168.0,233.0,152.0,0.9637,near bay,160000
48,1252.0,305.0,673.0,308.0,2.3357,near bay,175000
41,1382.0,353.0,704.0,314.0,3.5114,near bay,197500
43,500.0,110.0,273.0,120.0,3.3125,near bay,150000
29,2333.0,538.0,1120.0,540.0,2.4042,near bay,205600
41,1834.0,463.0,1105.0,467.0,2.8322,near bay,170300
43,1415.0,348.0,569.0,293.0,2.5156,near bay,190900
37,1352.0,342.0,691.0,324.0,3.4032,near bay,196900
37,2116.0,503.0,1109.0,448.0,2.535,near bay,174000
37,1976.0,481.0,1197.0,465.0,2.5772,near bay,170200
38,1779.0,413.0,1061.0,400.0,3.0962,near bay,180900
34,3659.0,897.0,2479.0,903.0,2.9564,near bay,150500
31,1892.0,428.0,1162.0,389.0,3.125,near bay,167100
35,1958.0,484.0,1146.0,448.0,2.95,near bay,148900
40,1553.0,253.0,724.0,267.0,4.38,near bay,196400
37,2412.0,394.0,975.0,375.0,4.0417,near bay,191100
36,2110.0,389.0,952.0,370.0,3.8,near bay,187500
45,2179.0,401.0,1159.0,399.0,3.4839,near bay,180600
45,2457.0,445.0,1129.0,422.0,4.0588,near bay,182800
44,2147.0,399.0,1175.0,401.0,4.1974,near bay,179300
43,1676.0,340.0,924.0,328.0,3.6,near bay,179400
35,2976.0,518.0,1424.0,538.0,4.267,near bay,210300
34,3036.0,533.0,1366.0,500.0,4.2386,near bay,192300
35,2472.0,398.0,1171.0,390.0,5.5797,near bay,198100
36,1487.0,249.0,641.0,243.0,4.0682,near bay,196200
38,2012.0,347.0,880.0,332.0,3.1734,near bay,181600
37,3342.0,435.0,1635.0,557.0,4.7933,near bay,186900
37,3156.0,534.0,1495.0,543.0,4.8125,near bay,188300
40,1748.0,318.0,914.0,317.0,3.8676,near bay,184000
33,3429.0,681.0,1798.0,694.0,3.9395,near bay,184700
42,3592.0,703.0,1625.0,665.0,3.2434,near bay,179900
38,1035.0,247.0,599.0,224.0,3.0917,near bay,167200
32,3028.0,811.0,2037.0,703.0,3.0645,near bay,165400
33,2431.0,655.0,1854.0,603.0,2.7019,near bay,154000
39,2069.0,500.0,1408.0,478.0,3.1115,near bay,153500
40,1340.0,313.0,766.0,271.0,3.4722,near bay,135400
39,1160.0,259.0,725.0,274.0,2.2222,near bay,158300
32,2015.0,318.0,1019.0,340.0,6.1104,near bay,240700
22,3882.0,816.0,1830.0,743.0,4.2733,near bay,180700
27,3239.0,671.0,1469.0,616.0,3.2465,near bay,230600
28,2932.0,739.0,1198.0,624.0,3.2417,near bay,210800
38,2104.0,409.0,1039.0,394.0,3.875,near bay,165300
29,1694.0,251.0,690.0,242.0,6.0501,near bay,254200
18,3000.0,419.0,1155.0,415.0,6.8233,near bay,332600
23,2419.0,348.0,1066.0,384.0,6.3501,near bay,350000
28,2280.0,610.0,1255.0,587.0,2.6719,near bay,161200
21,5031.0,1168.0,2461.0,1042.0,3.875,near bay,179300
33,1547.0,372.0,1063.0,356.0,2.5625,near bay,154300
31,3300.0,790.0,2181.0,740.0,3.016,near bay,161800
17,5018.0,1439.0,3069.0,1299.0,2.7694,near bay,161900
35,1813.0,393.0,1093.0,374.0,3.6818,near bay,165400
37,1997.0,436.0,1349.0,437.0,2.1382,near bay,166600
37,901.0,191.0,599.0,206.0,3.7303,near bay,149700
35,686.0,142.0,480.0,149.0,3.875,near bay,162100
33,1954.0,464.0,1293.0,448.0,3.0489,near bay,152600
27,2630.0,722.0,1414.0,634.0,2.8203,near bay,195200
35,1130.0,192.0,543.0,184.0,4.3897,near bay,190600
35,1184.0,200.0,572.0,194.0,4.7143,near bay,193800
34,656.0,115.0,342.0,112.0,4.6875,near bay,200600
29,2544.0,643.0,2332.0,603.0,3.2091,near bay,150000
36,1305.0,225.0,768.0,234.0,4.275,near bay,185300
36,1755.0,316.0,913.0,299.0,4.1302,near bay,172700
35,2843.0,652.0,1726.0,643.0,3.09,near bay,174100
25,2538.0,494.0,1185.0,501.0,4.5417,near bay,194400
28,1784.0,311.0,735.0,278.0,4.6635,near bay,206700
31,1797.0,327.0,796.0,319.0,4.4427,near bay,204500
36,410.0,76.0,252.0,82.0,4.5303,near bay,175000
26,162.0,27.0,86.0,25.0,2.375,near bay,137500
18,8853.520000000019,1739.0,4573.6600000000035,1581.0,3.8171,near bay,187200
35,2361.0,458.0,1727.0,467.0,4.5281,near bay,173600
19,862.0,167.0,407.0,183.0,4.3456,near bay,163000
18,4335.0,808.0,2041.0,734.0,3.4861,near bay,331600
31,1487.0,280.0,854.0,301.0,5.2312,near bay,197600
8,3592.0,849.0,1907.0,746.0,3.6708,near bay,197900
40,432.0,102.0,264.0,77.0,3.8875,near bay,228100
34,1457.0,242.0,735.0,249.0,3.9167,near bay,189500
32,1578.0,284.0,836.0,292.0,3.9063,near bay,184200
29,2172.0,435.0,1377.0,408.0,3.7895,near bay,180900
36,1340.0,245.0,789.0,248.0,3.8,near bay,172000
36,1116.0,199.0,662.0,226.0,5.7309,near bay,177900
36,1885.0,307.0,853.0,271.0,4.1141,near bay,173100
36,1180.0,212.0,664.0,200.0,5.2838,near bay,172600
30,5267.0,1253.0,4065.0,1113.0,3.3479,near bay,182100
23,1897.0,440.0,1109.0,418.0,3.142,near bay,179500
31,767.0,171.0,548.0,185.0,3.7614,near bay,176000
33,691.0,127.0,431.0,149.0,4.25,near bay,192600
36,786.0,133.0,463.0,160.0,3.9338,near bay,182700
22,5861.0,1516.0,4573.6600000000035,1463.0,2.5158,near bay,134900
27,2784.0,723.0,2028.0,693.0,2.4808,near bay,157600
25,4524.0,860.0,2426.0,862.0,4.7083,near bay,190900
37,1468.0,304.0,1038.0,282.0,4.1652,near bay,158200
20,1655.0,450.0,857.0,430.0,3.5541,near bay,350000
33,1227.0,286.0,848.0,291.0,3.8036,near bay,158200
33,1160.0,252.0,729.0,220.0,3.8259,near bay,146100
33,952.0,172.0,369.0,159.0,3.2331,near bay,226700
35,2072.0,352.0,1001.0,350.0,4.7109,near bay,198700
32,2964.0,547.0,1472.0,527.0,4.2468,near bay,221200
35,1032.0,173.0,453.0,176.0,6.396,near bay,208500
35,657.0,118.0,328.0,134.0,3.8125,near bay,204200
32,1540.0,324.0,793.0,302.0,3.2857,near bay,193200
35,1298.0,236.0,632.0,204.0,3.8929,near bay,209500
36,1409.0,271.0,1002.0,281.0,3.7262,near bay,164900
37,1383.0,259.0,808.0,241.0,4.0125,near bay,161400
36,1151.0,216.0,727.0,215.0,4.1719,near bay,187000
35,899.0,179.0,455.0,185.0,4.2857,near bay,190400
37,1793.0,364.0,1534.0,346.0,3.6458,near bay,156600
17,2485.0,518.0,1139.0,550.0,2.6875,near bay,157300
35,1931.0,376.0,1175.0,337.0,3.7292,near bay,168100
24,2329.0,465.0,1401.0,453.0,4.5913,near bay,177600
12,6711.0,1374.0,3388.0,1289.0,3.8625,near bay,208900
23,1939.0,356.0,841.0,364.0,3.3611,near bay,169200
16,1642.0,346.0,705.0,351.0,2.8971,near bay,163900
34,1619.0,293.0,1148.0,310.0,4.0326,near bay,164700
35,517.0,108.0,391.0,107.0,4.0682,near bay,156900
36,1570.0,274.0,992.0,249.0,5.3644,near bay,168800
35,1213.0,221.0,790.0,243.0,4.7019,near bay,174100
27,1826.0,309.0,1016.0,313.0,5.64,near bay,206500
26,2261.0,443.0,1039.0,395.0,3.7931,near bay,203900
9,3666.0,711.0,2341.0,703.0,4.6458,h ocean,217000
36,1633.0,345.0,1382.0,338.0,3.694,near bay,159600
31,2155.0,522.0,1858.0,437.0,2.652,near bay,159800
32,1295.0,280.0,1156.0,300.0,3.5,near bay,154300
32,1295.0,295.0,1097.0,328.0,3.2386,near bay,149600
33,1518.0,302.0,831.0,268.0,5.097,near bay,188600
17,3314.0,638.0,1873.0,602.0,4.3875,near bay,238500
22,3009.0,497.0,1640.0,514.0,4.625,near bay,235300
6,2605.0,474.0,1568.0,433.0,5.0406,near bay,261400
17,5159.0,832.0,3174.0,817.0,5.8704,near bay,234400
18,1726.0,276.0,1186.0,310.0,5.3226,near bay,231700
16,1816.0,365.0,1367.0,355.0,4.235,near bay,156300
13,2578.0,551.0,1680.0,528.0,4.825,near bay,222000
15,2576.0,418.0,1657.0,410.0,5.5218,near bay,254400
16,1644.0,251.0,1033.0,267.0,6.5116,near bay,244300
16,1606.0,240.0,1117.0,268.0,6.0661,near bay,247000
16,3349.0,544.0,2003.0,488.0,6.0074,near bay,236500
15,3475.0,686.0,2568.0,653.0,4.6211,near bay,151400
16,1893.0,338.0,1461.0,344.0,5.225,near bay,213700
14,1727.0,302.0,1116.0,273.0,5.3428,near bay,243600
15,6243.0,1273.0,3163.0,1274.0,3.7462,near bay,212500
24,2077.0,383.0,1488.0,389.0,4.5721,near bay,214700
18,1165.0,333.0,855.0,319.0,3.6923,near bay,213200
16,4371.0,889.0,2530.0,817.0,4.6786,near bay,256000
2,838.0,295.0,240.0,149.0,2.875,near bay,237500
15,3052.0,760.0,2097.0,728.0,3.3617,near bay,178100
17,4313.0,717.0,2629.0,721.0,5.7579,near bay,231800
36,385.0,94.0,295.0,92.0,2.9706,near bay,147900
10,3046.0,678.0,2056.0,628.0,3.9022,near bay,191700
21,4342.0,783.0,2172.0,789.0,4.6146,h ocean,247600
15,3575.0,597.0,1777.0,559.0,5.7192,h ocean,283500
20,4126.0,1031.0,2079.0,975.0,3.6832,h ocean,216900
31,2878.0,478.0,1276.0,485.0,6.2073,h ocean,282500
6,4405.0,717.0,2071.0,688.0,5.8151,h ocean,295600
14,8853.520000000019,1739.0,4573.6600000000035,1581.0,5.8322,near bay,281800
14,8853.520000000019,1739.0,4573.6600000000035,1581.0,5.6277,near bay,269800
12,5719.0,1064.0,3436.0,1057.0,5.2879,near bay,231200
8,8647.0,1407.0,4573.6600000000035,1379.0,6.5615,near bay,318300
15,8112.0,1376.0,4573.6600000000035,1348.0,5.6758,near bay,253400
7,8853.520000000019,1739.0,4573.6600000000035,1581.0,6.1047,near bay,278200
5,1150.0,311.0,648.0,245.0,3.5714,h ocean,300000
3,8853.520000000019,1739.0,4573.6600000000035,1581.0,6.0824,near bay,273500
23,4332.0,857.0,2461.0,829.0,4.3594,near bay,223400
35,1716.0,312.0,914.0,316.0,5.5737,near bay,214500
31,4981.0,964.0,2841.0,924.0,4.8962,near bay,220200
24,8444.0,1492.0,4446.0,1491.0,4.6978,near bay,240300
